Name,Description,Muscles Involved,Related Conditions,Structures Involved,URL
Assisted Static Side Lunge,"The assisted static side lunge exercise is used as a hip and knee strengthening exercise. Start by holding a chair, wall or stable counter to support your balance and offload your body weight. Lunge to the side making sure that the knee tracks in line with the middle of your foot. Raise yourself back to a standing position by extending your bent knee and hip.","quadricepsvastus lateralisvastus intermediusvastus medialisrectus femoris, vastus lateralis, vastus intermedius, vastus medialis, rectus femoris, gluteus medius, gluteus maximus",N/A,N/A,https://www.rehabhero.ca/exercise/assisted-static-side-lunge
Assisted Side Lunge Slider,"The assisted side lunge slider exercise is an eccentric control hip adductor exercise. In order to do this exercise correctly it is important to maintain a slow tempo as you slide your leg out. You may use a table, wall or chair to support your balance during this exercise. Step onto a slider or hand towel (if on hard flooring), and slide out your foot. Make sure to maintain downward pressure on the disc with your foot and minimize the amount of weight is in your non-slider leg. Drive your foot down into the floor and pull it into your midline to recruit your inner thigh muscles.","Hip Adductorsadductor magnusadductor longusadductor brevisgracilis, adductor magnus, adductor longus, adductor brevis, gracilis","Mechanical Knee Pain, Pes Anserine Bursitis, Chronic Low Back Pain, MCL Tear (Late Stage Rehab), groin strain, hip adductor strain, knee osteoarthritis, hip osteoarthritis",N/A,https://www.rehabhero.ca/exercise/assisted-side-lunge-slider
Dumbbell Side Kick,"The dumbbell side kick is a hip strengthening exercise that is use to strengthen the hip abductors. This exercise requires a dumbbell foot strap. Attach the dumbbell foot strap to the target leg and lie down on your side so that the target leg is on top. Keep the foot pointing forwards during this exercise. While keeping the leg in alignment with your torso, raise the leg up to approximately 45 degrees abduction. Lower the leg down to starting position to complete a repetition.",N/A,"Hip Bursitis, Greater Trochanteric Pain Syndrome, Hip Osteoarthritis, Hip Labral Tear, External Snapping Hip Syndrome","Gluteus Maximus, Gluteus Medius, Gluteus Minimus, TFL / Tensor Fascia Latae, ITB / Iliotibial Band",https://www.rehabhero.ca/exercise/dumbbell-side-kick
Dumbbell External Rotation Side Kick,"The dumbbell external rotation side kick is a hip strengthening exercise that is use to strengthen the hip abductors that are responsible for rotating the hip inwards (internal rotation). This exercise requires a dumbbell foot strap. Attach the dumbbell foot strap to the target leg and lie down on your side so that the target leg is on top. Rotate the leg inwards by pointing your toes up towards the ceiling. While keeping the leg in alignment with your torso, raise the leg up to approximately 45 degrees abduction. Lower the leg down to starting position to complete a repetition.",N/A,"Hip Bursitis, Greater Trochanteric Pain Syndrome, Hip Osteoarthritis, Hip Labral Tear, External Snapping Hip Syndrome","Anterior Fibers of Gluteus Medius, Gluteus Minimus, TFL / Tensor Fascia Latae, ITB / Iliotibial Band",https://www.rehabhero.ca/exercise/dumbbell-external-rotation-side-kick
Dumbbell Internal Rotation Side Kick,"The dumbbell internal rotation side kick is a hip strengthening exercise that is use to strengthen the hip abductors that are responsible for rotating the hip outwards (external rotation). This exercise requires a dumbbell foot strap. Attach the dumbbell foot strap to the target leg and lie down on your side so that the target leg is on top. Rotate the leg inwards by pointing your toes down towards the floor. While keeping the leg in alignment with your torso, raise the leg up to approximately 45 degrees abduction. Lower the leg down to starting position to complete a repetition.","Posterior Fibers of Gluteus Medius, Gluteus Maximus","Hip Bursitis, Greater Trochanteric Pain Syndrome, Hip Osteoarthritis, Hip Labral Tear, External Snapping Hip Syndrome",N/A,https://www.rehabhero.ca/exercise/dumbbell-internal-rotation-side-kick
Dumbbell Hip Adduction,The side lying dumbbell hip adduction uses a dumbbell foot strap to strengthen the muscles of the inner thigh. First strap a dumbbell foot strap to the target leg’s foot and lie down on your side with the strapped leg on the bottom side. Bend your top leg forwards for a base of support. Keep the bottom leg straight and lift it up towards the ceiling as high as possible. Hold for up to 10 seconds while doing a maximal contraction. Slowly lower the leg back down to the floor and repeat as required.,"Hip Adductors Adductor MagnusAdductor BrevisAdductor LongusGracilis, Adductor Magnus, Adductor Brevis, Adductor Longus, Gracilis",N/A,N/A,https://www.rehabhero.ca/exercise/dumbbell-hip-adduction
Rotation Wall Push,"The rotation wall push is a dynamic stretch exercise for the rotators of the lumbar spine. Start by standing one foot length away from the wall with your back facing the wall. While keeping your feet planted, rotate the spine and place both your hands on the wall. Complete a wall push up from this position. Using the momentum from the push return back to a neutral position. Alternate sides. Repeated as required",N/A,N/A,"thoracic spine, lumbar spine",https://www.rehabhero.ca/exercise/rotation-wall-push
Band Assisted Thoracic Extension,"The band assisted thoracic extension exercise is used to improve upper and mid back flexibility. This exercise is completed while kneeling and sitting on your heels. Start by anchoring a thick pullup assist band to a stable object like a squat rack or band anchor at chest-to-shoulder height. Loop the free end of the band around the back of the targeted thoracic spine segment. Keep your arms above the band and mesh your fingers together to support the base of your head. With tension in the band, begin to extend the thoracic spin while allowing the band to pull your spine forwards. Hold the end range position for 2-4 seconds and return to neutral. Repeat as necessary.",N/A,N/A,thoracic spine,https://www.rehabhero.ca/exercise/band-assisted-thoracic-extension
Seated Thoracic Sprinkler,"The seated thoracic sprinkler is a mobility exercise that can be done while sitting on a chair or sofa. While sitting, begin the exercise by first placing one hand behind your head and the other arm between your thighs (palm on one leg and elbow on the other). While keeping the arm against the inner aspect of your legs rotate through the spine until the free elbow points towards the ceiling. Return back to starting position to complete a repetition.",N/A,"Text Neck, Cervicogenic Headaches, Upper Cross Syndrome, Forward Head Posture, Rib Joint Pain","Thoracic Spine, Obliques, Latissimus Dorsi, Multifidus, Rhomboids, Trapezius",https://www.rehabhero.ca/exercise/seated-thoracic-sprinkler
Banded Lean Out Full Can Raise,"The banded lean out full can raise exercise is used to strengthen the muscles responsible for shoulder abduction. Start by stepping on a band to anchor it down to the floor and hold the other end. Use your free hand to hold onto a stable structure like a door frame, squat rack or band anchor and lean away from it. Holding the free end of the band with your hand in an underhand grip (palms facing back). While keeping the spine in neutral alignment, abduct the shoulder to stretch the band towards the ceiling. Raise the arm to roughly shoulder height and lower back down to starting position (hand starting near the front of your groin).","supraspinatus, lateral deltoid",N/A,N/A,https://www.rehabhero.ca/exercise/banded-lean-out-full-can-raise
Banded Full Can Raise,"The banded full can raise exercise is used to strengthen the muscles responsible for shoulder abduction. Start by stepping on a band to anchor it down to the floor. While keeping the spine in neutral alignment, abduct the shoulder to stretch the band towards the ceiling. Hold the free end of the band with an underhand grip (palms facing forwards) and maintain this wrist orientation during the entire exercise. Raise the arm to roughly shoulder height and lower back down to starting position (hand starting near the front of your groin).","supraspinatus, lateral deltoid",N/A,N/A,https://www.rehabhero.ca/exercise/banded-full-can-raise
Banded Lean In Full Can Raise,"The banded lean in full can raise exercise is used to strengthen the muscles responsible for shoulder abduction. Start by leaning against a wall with your elbow, with the band anchored to the floor near the wall. Hold the free end of the band with an underhand grip and maintain this wrist orientation during the entire exercise. While keeping the spine in neutral alignment, abduct the shoulder to pull the band towards the ceiling. Raise the arm to roughly shoulder height and lower back down to starting position (hand starting near the front of your groin).","supraspinatus, lateral deltoid",N/A,N/A,https://www.rehabhero.ca/exercise/banded-lean-in-full-can-raise
Shoulder Lean Banded Full Can Raise,"The shoulder lean banded full can raise exercise is used to strengthen the muscles responsible for shoulder abduction. Start by leaning against a wall with your shoulder, with the band anchored to the floor near the wall. Hold the free end of the band with an underhand grip and maintain this wrist orientation during the entire exercise.  While keeping the spine in neutral alignment, abduct the shoulder to extend the band towards the ceiling. Raise the arm to roughly shoulder height and lower back down to starting position (hand starting near the front of your groin).","supraspinatus, lateral deltoid",N/A,N/A,https://www.rehabhero.ca/exercise/shoulder-lean-banded-full-can-raise
